PM10,PM2.5,NO,NO2,NOX,CO,OZONO,Station,DateTime,Status
55.9,31.8,66.772,18.15,85.0,1.06423,3.202,FTB,11-06-2021 06:00,True
75.9,33.9,100.935,24.335,125.391,1.50214,3.882,FTB,11-06-2021 07:00,True
97.9,35.0,47.095,18.33,65.32,0.98507,7.882,FTB,11-06-2021 08:00,True
50.3,17.5,21.583,13.884,35.425,0.60277,16.339,FTB,11-06-2021 09:00,True
36.1,17.0,12.751,13.725,26.501,0.56485,24.666,FTB,11-06-2021 10:00,True
35.0,19.9,11.011,17.239,28.272,0.64911,36.737,FTB,11-06-2021 11:00,True
32.0,16.1,7.485,23.812,31.297,0.72308,34.661,FTB,11-06-2021 12:00,True
35.0,17.9,6.302,16.747,23.063,0.57671,40.929,FTB,11-06-2021 13:00,True
33.0,19.9,2.466,12.424,14.882,0.39429,66.059,FTB,11-06-2021 14:00,True
53.9,35.6,1.502,15.692,17.226,0.38955,64.451,FTB,11-06-2021 15:00,True
51.0,43.8,2.371,20.892,23.291,0.41117,47.774,FTB,11-06-2021 16:00,True
48.0,39.1,2.298,22.687,24.999,0.51855,33.937,FTB,11-06-2021 17:00,True
41.0,33.2,13.249,41.052,54.561,1.09334,16.452,FTB,11-06-2021 18:00,True
49.0,34.0,38.254,45.64,83.915,1.42398,3.732,FTB,11-06-2021 19:00,True
26.1,24.3,51.404,35.562,86.949,1.57231,2.855,FTB,11-06-2021 20:00,True
27.0,22.1,48.951,36.046,84.911,1.40226,2.954,FTB,11-06-2021 21:00,True
31.0,25.9,58.087,32.991,91.168,1.522,2.984,FTB,11-06-2021 22:00,True
39.0,30.9,87.472,33.383,120.858,1.93295,2.914,FTB,11-06-2021 23:00,True
58.9,29.1,47.453,29.717,77.338,1.19292,3.095,FTB,11-06-2021 24:00,True
36.1,27.1,14.19,22.305,36.526,0.49978,3.946,FTB,12-06-2021 01:00,True
18.1,,3.307,14.752,18.059,0.26395,9.649,FTB,12-06-2021 02:00,False
5.1,5.1,0.445,10.222,10.67,0.1843,14.594,FTB,12-06-2021 03:00,False
,11.8,2.665,16.789,19.48,0.24692,6.93,FTB,12-06-2021 04:00,False
,18.8,7.997,18.524,26.562,0.26186,5.182,FTB,12-06-2021 05:00,True
,17.1,34.909,22.377,57.105,0.62398,3.38,FTB,12-06-2021 06:00,True
19.9,19.9,35.389,21.065,56.335,0.70476,3.469,FTB,12-06-2021 07:00,True
21.0,19.0,23.697,15.811,39.499,0.57517,7.002,FTB,12-06-2021 08:00,True
23.9,23.9,22.285,14.718,37.005,0.49231,14.274,FTB,12-06-2021 09:00,True
30.8,30.8,12.454,12.457,24.864,0.35677,24.476,FTB,12-06-2021 10:00,True
24.0,14.5,17.135,22.523,39.657,0.74006,31.864,FTB,12-06-2021 11:00,True
37.9,28.6,7.837,10.667,18.512,0.42616,32.918,FTB,12-06-2021 12:00,True
17.1,13.4,5.146,9.342,14.483,0.37097,37.686,FTB,12-06-2021 13:00,True
17.0,8.1,4.477,11.937,16.438,0.47716,40.549,FTB,12-06-2021 14:00,False
20.0,11.9,3.451,10.455,13.91,0.3993,47.784,FTB,12-06-2021 15:00,False
32.9,20.7,3.652,7.236,10.881,0.28672,45.227,FTB,12-06-2021 16:00,True
25.0,14.2,3.144,9.264,12.414,0.33627,32.805,FTB,12-06-2021 17:00,True
21.0,14.0,9.316,18.149,27.417,0.5466,8.915,FTB,12-06-2021 18:00,True
20.0,13.0,23.41,22.122,45.552,0.88647,3.489,FTB,12-06-2021 19:00,True
27.0,15.9,11.661,19.322,30.952,0.58969,4.356,FTB,12-06-2021 20:00,True
16.1,10.2,11.342,19.305,30.648,0.55872,4.188,FTB,12-06-2021 21:00,False
18.0,12.9,16.314,18.784,35.093,0.62239,3.143,FTB,12-06-2021 22:00,True
16.0,9.1,9.968,15.283,25.247,0.41706,3.682,FTB,12-06-2021 23:00,False
9.0,6.1,12.566,15.463,28.072,0.41722,3.297,FTB,12-06-2021 24:00,False
12.0,5.0,5.088,11.443,16.502,0.19008,4.87,FTB,13-06-2021 01:00,False
7.0,5.0,2.421,7.351,9.755,0.12047,8.163,FTB,13-06-2021 02:00,False
4.0,4.0,2.039,9.033,11.039,0.14499,7.053,FTB,13-06-2021 03:00,False
4.0,4.0,1.649,8.783,10.455,0.14284,6.528,FTB,13-06-2021 04:00,False
,6.9,1.912,7.715,9.639,0.12067,7.645,FTB,13-06-2021 05:00,False
,6.0,8.097,12.787,20.861,0.22323,3.144,FTB,13-06-2021 06:00,False
,5.0,18.287,13.032,31.338,0.36972,4.175,FTB,13-06-2021 07:00,False
,6.0,21.682,13.205,34.892,0.38914,8.35,FTB,13-06-2021 08:00,False
,15.7,13.637,12.655,26.315,0.37769,10.388,FTB,13-06-2021 09:00,True
17.0,7.3,16.058,15.461,31.581,0.44402,11.943,FTB,13-06-2021 10:00,False
16.0,9.9,5.928,6.755,12.667,0.213,17.31,FTB,13-06-2021 11:00,False
6.1,6.1,6.49,6.633,13.146,0.22652,20.22,FTB,13-06-2021 12:00,False
6.0,6.0,5.482,6.075,11.558,0.27783,25.468,FTB,13-06-2021 13:00,False
9.0,7.0,6.02,6.704,12.728,0.31792,22.306,FTB,13-06-2021 14:00,False
10.0,7.0,4.965,4.088,9.066,0.22003,17.274,FTB,13-06-2021 15:00,False
5.1,5.1,3.741,7.469,11.194,0.28941,22.12,FTB,13-06-2021 16:00,False
8.0,7.9,2.747,7.462,10.178,0.23367,23.706,FTB,13-06-2021 17:00,False
12.0,9.0,1.574,5.527,7.104,0.16597,22.607,FTB,13-06-2021 18:00,False
8.0,8.0,1.723,8.034,9.759,0.21838,20.255,FTB,13-06-2021 19:00,False
8.0,8.0,2.027,12.051,14.15,0.25599,12.417,FTB,13-06-2021 20:00,False
8.0,8.0,3.29,15.478,18.775,0.32253,6.803,FTB,13-06-2021 21:00,False
8.0,6.1,7.49,20.685,28.173,0.36061,3.035,FTB,13-06-2021 22:00,False
5.0,5.0,6.541,16.573,23.108,0.32992,4.927,FTB,13-06-2021 23:00,False
4.0,4.0,1.144,10.188,11.323,0.24064,8.657,FTB,13-06-2021 24:00,False
6.0,5.9,2.281,12.036,14.316,0.23836,5.952,FTB,14-06-2021 01:00,False
6.0,6.0,1.189,10.144,11.361,0.17639,6.99,FTB,14-06-2021 02:00,False
6.0,6.0,2.505,9.815,12.332,0.13705,5.849,FTB,14-06-2021 03:00,False
5.0,5.0,2.242,9.513,11.749,0.17581,5.003,FTB,14-06-2021 04:00,False
8.9,4.0,3.356,10.274,13.63,0.16942,4.509,FTB,14-06-2021 05:00,False
8.0,5.9,6.148,11.376,17.571,0.19744,3.95,FTB,14-06-2021 06:00,False
7.9,7.9,19.045,12.01,31.023,0.36819,4.131,FTB,14-06-2021 07:00,False
13.0,7.0,17.796,10.734,28.486,0.35343,8.128,FTB,14-06-2021 08:00,False
10.0,7.0,9.456,5.647,15.157,0.24045,13.263,FTB,14-06-2021 09:00,False
11.0,6.0,5.24,4.963,10.203,0.18175,16.674,FTB,14-06-2021 10:00,False
11.0,4.1,4.751,5.502,10.237,0.20465,19.25,FTB,14-06-2021 11:00,False
8.0,2.1,6.902,7.827,14.717,0.28933,17.912,FTB,14-06-2021 12:00,False
7.0,5.9,8.646,7.85,16.5,0.28075,19.478,FTB,14-06-2021 13:00,False
5.0,5.0,6.355,7.379,13.717,0.29515,25.93,FTB,14-06-2021 14:00,False
8.9,8.9,3.246,9.924,13.229,0.3803,30.535,FTB,14-06-2021 15:00,False
9.0,8.0,5.913,14.561,20.55,0.45614,24.202,FTB,14-06-2021 16:00,False
11.0,8.0,2.82,5.076,7.89,0.15114,22.267,FTB,14-06-2021 17:00,False
4.1,4.1,2.166,5.093,7.253,0.18036,21.195,FTB,14-06-2021 18:00,False
,5.0,2.07,9.842,11.907,0.30889,16.846,FTB,14-06-2021 19:00,False
6.9,6.9,3.166,12.875,16.028,0.35289,12.029,FTB,14-06-2021 20:00,False
,13.8,2.979,11.922,14.927,0.24579,12.01,FTB,14-06-2021 21:00,True
,10.1,4.555,14.28,18.864,0.38308,8.048,FTB,14-06-2021 22:00,False
,9.0,18.743,21.479,40.241,0.72497,3.137,FTB,14-06-2021 23:00,False
8.0,8.0,13.741,20.978,34.694,0.62225,3.109,FTB,14-06-2021 24:00,False
,9.0,21.631,19.704,41.335,0.49639,3.165,FTB,15-06-2021 01:00,False
,21.6,11.518,16.048,27.579,0.38989,2.831,FTB,15-06-2021 02:00,True
,12.3,10.765,14.78,25.523,0.29961,2.736,FTB,15-06-2021 03:00,True
,9.1,23.054,15.275,38.391,0.4395,2.396,FTB,15-06-2021 04:00,False
,10.0,46.41,13.856,60.293,0.57861,2.769,FTB,15-06-2021 05:00,False
21.9,20.7,91.698,17.837,109.257,0.97304,2.774,FTB,15-06-2021 06:00,True
38.9,30.7,41.44,14.588,55.983,0.61649,3.318,FTB,15-06-2021 07:00,True
11.6,11.6,26.166,14.622,40.761,0.59347,5.472,FTB,15-06-2021 08:00,False
25.9,15.9,15.966,11.869,27.835,0.42153,13.897,FTB,15-06-2021 09:00,True
,30.6,9.65,8.462,18.067,0.26708,23.373,FTB,15-06-2021 10:00,True
17.4,17.4,11.286,14.532,25.834,0.36167,33.828,FTB,15-06-2021 11:00,True
23.0,22.8,6.646,18.034,24.664,0.46292,39.151,FTB,15-06-2021 12:00,True
26.0,18.1,6.714,14.745,21.464,0.38967,34.598,FTB,15-06-2021 13:00,True
27.0,19.9,5.144,9.325,14.463,0.27671,42.184,FTB,15-06-2021 14:00,True
29.0,15.1,4.187,11.64,15.835,0.27469,46.983,FTB,15-06-2021 15:00,True
20.1,16.9,5.854,15.071,20.932,0.26386,41.659,FTB,15-06-2021 16:00,True
25.0,14.1,5.387,18.881,24.331,0.32022,25.167,FTB,15-06-2021 17:00,True
20.0,,7.401,24.469,31.913,0.45457,14.364,FTB,15-06-2021 18:00,False
7.1,7.1,9.874,29.245,39.126,0.61593,5.983,FTB,15-06-2021 19:00,False
,20.6,45.323,35.405,80.859,1.35886,3.734,FTB,15-06-2021 20:00,True
23.9,23.9,119.08,38.212,157.304,2.53908,3.277,FTB,15-06-2021 21:00,True
46.8,37.6,79.283,27.779,107.119,1.79403,2.814,FTB,15-06-2021 22:00,True
40.0,25.4,34.799,18.786,53.523,0.72022,3.363,FTB,15-06-2021 23:00,True
28.1,18.2,52.176,17.928,70.165,0.98161,3.145,FTB,15-06-2021 24:00,True
36.0,23.8,73.923,18.786,92.699,1.19866,3.255,FTB,16-06-2021 01:00,True
51.9,26.9,61.194,18.411,79.477,0.81803,2.851,FTB,16-06-2021 02:00,True
31.1,14.4,37.283,14.082,51.363,0.51564,3.483,FTB,16-06-2021 03:00,True
28.0,20.8,39.175,14.128,53.162,0.62489,3.169,FTB,16-06-2021 04:00,True
50.9,29.7,26.131,12.85,38.956,0.34008,2.395,FTB,16-06-2021 05:00,True
24.2,13.5,46.301,14.26,60.496,0.67549,2.554,FTB,16-06-2021 06:00,True
38.9,19.8,91.445,22.413,113.871,1.24518,4.075,FTB,16-06-2021 07:00,True
54.9,33.6,27.517,16.005,43.581,0.61774,16.984,FTB,16-06-2021 08:00,True
21.2,14.6,10.037,10.186,20.234,0.35173,26.496,FTB,16-06-2021 09:00,True
24.0,11.1,7.094,7.827,14.929,0.26261,29.122,FTB,16-06-2021 10:00,False
40.9,26.6,7.031,7.014,14.042,0.24237,28.667,FTB,16-06-2021 11:00,True
29.1,12.4,8.208,7.874,16.072,0.31469,27.601,FTB,16-06-2021 12:00,True
20.1,11.0,6.267,5.844,12.112,0.26289,28.944,FTB,16-06-2021 13:00,False
16.0,7.1,4.495,4.741,9.235,0.24668,29.831,FTB,16-06-2021 14:00,False
13.0,8.0,4.242,5.05,9.291,0.22781,28.38,FTB,16-06-2021 15:00,False
12.0,6.1,6.051,5.551,11.604,0.22969,27.631,FTB,16-06-2021 16:00,False
12.0,2.1,6.525,7.048,13.597,0.23575,25.081,FTB,16-06-2021 17:00,False
10.0,1.0,7.664,14.288,21.94,0.41597,17.142,FTB,16-06-2021 18:00,False
29.9,7.8,6.617,20.408,27.036,0.57788,11.542,FTB,16-06-2021 19:00,False
46.9,12.9,7.142,20.013,27.138,0.58047,10.006,FTB,16-06-2021 20:00,True
40.0,14.9,9.864,22.232,32.121,0.73476,6.261,FTB,16-06-2021 21:00,True
28.1,18.9,13.849,22.289,36.138,0.62183,4.562,FTB,16-06-2021 22:00,True
17.1,17.1,12.159,23.108,35.285,0.56422,3.878,FTB,16-06-2021 23:00,True
7.3,7.3,12.49,22.522,35.023,0.44408,2.982,FTB,16-06-2021 24:00,False
4.0,,12.547,22.177,34.744,0.45838,2.807,FTB,17-06-2021 01:00,False
4.0,,5.966,16.808,22.778,0.26788,5.043,FTB,17-06-2021 02:00,False
11.9,11.9,1.018,12.644,13.669,0.18649,6.301,FTB,17-06-2021 03:00,False
7.1,7.1,5.159,13.817,18.957,0.1483,5.499,FTB,17-06-2021 04:00,False
3.1,3.1,5.736,14.172,19.928,0.29672,5.546,FTB,17-06-2021 05:00,False
7.0,4.0,21.065,18.658,39.699,0.441,2.999,FTB,17-06-2021 06:00,False
8.0,5.0,32.214,18.392,50.587,0.69036,6.751,FTB,17-06-2021 07:00,False
11.0,6.0,22.23,14.023,36.233,0.65621,10.142,FTB,17-06-2021 08:00,False
15.0,8.9,29.692,20.511,50.241,0.91379,10.148,FTB,17-06-2021 09:00,False
31.9,16.8,16.945,13.537,30.393,0.52036,12.873,FTB,17-06-2021 10:00,True
28.0,6.3,10.251,7.437,17.68,0.31504,16.21,FTB,17-06-2021 11:00,False
22.0,6.0,7.979,4.716,12.698,0.24933,20.114,FTB,17-06-2021 12:00,False
9.1,4.1,7.797,4.59,12.385,0.23978,20.078,FTB,17-06-2021 13:00,False
12.0,4.0,6.775,4.118,10.879,0.27705,19.241,FTB,17-06-2021 14:00,False
14.0,1.1,6.172,4.036,10.229,0.293,18.309,FTB,17-06-2021 15:00,False
13.0,2.9,6.658,4.757,11.409,0.27703,18.647,FTB,17-06-2021 16:00,False
12.0,3.0,6.464,4.491,10.963,0.27094,17.861,FTB,17-06-2021 17:00,False
9.0,3.0,6.911,7.982,14.881,0.33353,14.794,FTB,17-06-2021 18:00,False
12.0,4.9,7.065,12.346,19.441,0.42181,9.298,FTB,17-06-2021 19:00,False
10.0,4.0,12.107,16.08,28.161,0.602,5.207,FTB,17-06-2021 20:00,False
24.9,10.8,8.925,15.987,24.965,0.49005,3.974,FTB,17-06-2021 21:00,False
12.1,7.1,13.829,17.055,30.862,0.60649,4.004,FTB,17-06-2021 22:00,False
22.9,5.1,18.797,16.969,35.739,0.63725,2.415,FTB,17-06-2021 23:00,False
37.9,8.9,25.074,16.188,41.247,0.62283,2.511,FTB,17-06-2021 24:00,False
31.0,14.8,7.765,13.318,21.08,0.27624,3.556,FTB,18-06-2021 01:00,True
22.1,11.1,9.151,13.288,22.425,0.21414,3.771,FTB,18-06-2021 02:00,False
10.0,10.0,5.356,9.904,15.294,0.15206,5.313,FTB,18-06-2021 03:00,False
5.1,5.1,6.512,10.823,17.33,0.22419,3.46,FTB,18-06-2021 04:00,False
9.0,2.1,20.124,12.634,32.772,0.36794,2.69,FTB,18-06-2021 05:00,False
22.9,9.8,,,,0.72857,3.225,FTB,18-06-2021 06:00,False
89.6,31.4,100.342,20.862,121.241,1.35392,4.187,FTB,18-06-2021 07:00,True
100.9,33.9,53.678,19.338,72.97,1.14197,5.011,FTB,18-06-2021 08:00,True
58.2,18.4,23.683,14.671,38.321,0.68727,8.156,FTB,18-06-2021 09:00,True
40.1,19.0,15.884,10.479,26.288,0.4439,12.526,FTB,18-06-2021 10:00,True
16.1,7.3,9.56,5.427,15.02,0.27292,14.133,FTB,18-06-2021 11:00,False
9.9,9.9,9.452,5.749,15.188,0.34159,14.878,FTB,18-06-2021 12:00,False
7.1,7.1,9.528,5.929,15.43,0.32844,17.497,FTB,18-06-2021 13:00,False
16.9,5.1,7.666,5.484,13.17,0.30356,17.497,FTB,18-06-2021 14:00,False
14.0,3.1,8.574,6.486,15.045,0.348,16.498,FTB,18-06-2021 15:00,False
23.9,4.9,9.29,6.106,15.386,0.3488,15.664,FTB,18-06-2021 16:00,False
6.1,3.1,8.412,7.033,15.451,0.335,14.549,FTB,18-06-2021 17:00,False
11.0,4.0,11.589,11.863,23.443,0.49332,8.045,FTB,18-06-2021 18:00,False
17.0,5.9,17.664,16.422,34.109,0.75267,4.503,FTB,18-06-2021 19:00,False
30.9,9.9,18.79,15.801,34.593,0.75711,4.292,FTB,18-06-2021 20:00,False
29.0,9.0,21.594,15.632,37.22,0.65744,3.183,FTB,18-06-2021 21:00,False
20.1,7.1,13.469,15.054,28.534,0.47365,3.877,FTB,18-06-2021 22:00,False
13.0,6.0,9.457,14.047,23.526,0.49184,3.828,FTB,18-06-2021 23:00,False
16.0,6.0,11.022,14.943,25.959,0.36891,2.676,FTB,18-06-2021 24:00,False
16.0,6.0,14.033,14.054,28.042,0.3828,3.727,FTB,19-06-2021 01:00,False
8.0,4.1,3.375,10.162,13.526,0.14187,5.195,FTB,19-06-2021 02:00,False
6.0,4.0,4.919,11.225,16.13,0.17785,4.265,FTB,19-06-2021 03:00,False
6.0,3.0,4.849,9.895,14.741,0.15849,5.217,FTB,19-06-2021 04:00,False
7.0,3.0,8.272,11.681,19.946,0.24757,3.571,FTB,19-06-2021 05:00,False
8.0,4.0,20.116,14.227,34.319,0.36725,3.042,FTB,19-06-2021 06:00,False
19.9,5.0,27.667,13.481,41.127,0.56315,6.116,FTB,19-06-2021 07:00,False
29.9,9.9,16.863,8.765,25.641,0.42348,11.475,FTB,19-06-2021 08:00,False
17.1,8.1,18.374,11.29,29.566,0.47314,11.838,FTB,19-06-2021 09:00,False
22.0,12.9,11.654,7.373,19.046,0.31255,14.73,FTB,19-06-2021 10:00,True
14.0,12.0,6.966,3.77,10.715,0.23418,18.688,FTB,19-06-2021 11:00,False
12.0,6.2,6.472,3.652,10.129,0.26535,20.09,FTB,19-06-2021 12:00,False
16.0,1.1,6.865,4.241,11.105,0.30323,19.525,FTB,19-06-2021 13:00,False
10.0,2.0,7.089,4.083,11.164,0.34657,19.824,FTB,19-06-2021 14:00,False
9.0,3.0,5.964,4.43,10.399,0.27992,20.265,FTB,19-06-2021 15:00,False
10.0,4.0,6.284,4.107,10.402,0.2471,21.204,FTB,19-06-2021 16:00,False
11.0,5.9,6.751,4.64,11.399,0.2803,20.84,FTB,19-06-2021 17:00,False
10.0,3.1,5.785,6.076,11.856,0.30613,17.373,FTB,19-06-2021 18:00,False
11.0,1.1,6.297,10.482,16.771,0.36031,12.571,FTB,19-06-2021 19:00,False
12.0,2.9,7.161,12.608,19.831,0.39635,9.419,FTB,19-06-2021 20:00,False
16.0,5.9,8.071,14.117,22.184,0.40671,7.696,FTB,19-06-2021 21:00,False
17.0,7.0,7.105,13.69,20.782,0.37161,7.891,FTB,19-06-2021 22:00,False
15.0,5.1,5.019,12.946,17.987,0.31761,6.731,FTB,19-06-2021 23:00,False
7.0,2.1,11.894,15.068,26.942,0.35106,4.461,FTB,19-06-2021 24:00,False
4.0,0.1,3.753,10.815,14.573,0.17892,6.085,FTB,20-06-2021 01:00,False
5.0,1.9,2.001,12.311,14.317,0.17061,4.888,FTB,20-06-2021 02:00,False
3.0,3.0,3.595,11.424,15.06,,5.246,FTB,20-06-2021 03:00,False
4.9,4.9,2.42,10.142,12.585,,6.749,FTB,20-06-2021 04:00,False
4.0,4.0,1.741,11.819,13.581,,8.478,FTB,20-06-2021 05:00,False
,4.0,5.784,15.844,21.641,,5.233,FTB,20-06-2021 06:00,False
,4.0,22.586,15.668,38.299,,4.368,FTB,20-06-2021 07:00,False
,8.9,14.433,11.822,26.221,,9.488,FTB,20-06-2021 08:00,False
,6.1,9.02,11.157,20.158,,11.385,FTB,20-06-2021 09:00,False
6.0,4.1,10.611,12.571,23.204,,12.54,FTB,20-06-2021 10:00,False
8.0,1.1,10.096,10.557,20.657,,18.449,FTB,20-06-2021 11:00,False
5.0,2.0,8.082,9.279,17.365,,22.283,FTB,20-06-2021 12:00,False
5.9,5.9,7.004,6.232,13.24,,17.373,FTB,20-06-2021 13:00,False
6.0,2.1,6.81,6.191,12.978,,16.937,FTB,20-06-2021 14:00,False
6.0,2.0,8.656,7.231,15.897,,13.964,FTB,20-06-2021 15:00,False
7.8,7.8,10.615,8.735,19.37,,12.553,FTB,20-06-2021 16:00,False
10.0,8.0,7.638,8.032,15.668,,11.655,FTB,20-06-2021 17:00,False
6.0,5.1,6.275,10.381,16.652,,10.656,FTB,20-06-2021 18:00,False
7.0,2.1,9.663,13.848,23.484,,5.878,FTB,20-06-2021 19:00,False
5.0,2.0,12.859,16.88,29.715,,4.24,FTB,20-06-2021 20:00,False
10.0,5.9,18.975,19.227,38.212,,2.595,FTB,20-06-2021 21:00,False
19.9,9.9,9.692,15.433,25.112,,3.219,FTB,20-06-2021 22:00,False
10.1,7.1,8.796,14.203,22.877,,4.164,FTB,20-06-2021 23:00,False
9.0,4.1,5.379,15.191,20.554,,3.835,FTB,20-06-2021 24:00,False
6.0,5.0,4.698,14.411,19.108,,3.742,FTB,21-06-2021 01:00,False
4.0,4.0,1.51,9.151,10.663,,10.517,FTB,21-06-2021 02:00,False
5.9,5.9,1.91,12.362,14.267,,7.824,FTB,21-06-2021 03:00,False
5.0,5.0,3.091,10.595,13.726,,9.328,FTB,21-06-2021 04:00,False
4.0,4.0,16.197,18.436,34.684,,3.553,FTB,21-06-2021 05:00,False
25.9,8.9,41.29,21.667,62.955,,2.636,FTB,21-06-2021 06:00,False
36.9,13.9,57.838,23.329,81.159,,4.165,FTB,21-06-2021 07:00,True
44.0,19.8,29.709,17.364,47.008,,11.905,FTB,21-06-2021 08:00,True
30.1,11.3,12.136,11.177,23.324,,16.997,FTB,21-06-2021 09:00,False
25.0,10.0,10.388,9.908,20.334,,16.809,FTB,21-06-2021 10:00,False
23.0,6.1,10.808,8.632,19.433,,20.087,FTB,21-06-2021 11:00,False
27.0,7.9,9.268,8.35,17.63,,19.035,FTB,21-06-2021 12:00,False
21.0,7.0,6.363,4.4,10.771,,21.299,FTB,21-06-2021 13:00,False
11.1,5.1,7.044,5.022,12.063,,20.394,FTB,21-06-2021 14:00,False
7.0,6.0,9.395,8.946,18.307,,17.718,FTB,21-06-2021 15:00,False
13.0,7.0,9.169,7.698,16.841,,19.204,FTB,21-06-2021 16:00,False
12.0,4.1,7.257,6.203,13.483,,18.929,FTB,21-06-2021 17:00,False
10.0,1.1,8.689,10.88,19.581,,13.652,FTB,21-06-2021 18:00,False
13.0,5.9,20.71,21.084,41.819,,4.399,FTB,21-06-2021 19:00,False
46.8,15.7,26.927,19.428,46.342,,2.792,FTB,21-06-2021 20:00,True
32.1,13.1,30.233,19.985,50.375,,2.504,FTB,21-06-2021 21:00,True
43.9,15.9,29.411,20.671,50.103,,2.705,FTB,21-06-2021 22:00,True
68.9,29.6,11.587,18.228,29.828,,3.07,FTB,21-06-2021 23:00,True
30.2,11.5,16.73,18.262,35.027,,3.035,FTB,21-06-2021 24:00,False
31.0,17.8,9.955,16.203,26.13,,3.536,FTB,22-06-2021 01:00,True
26.0,5.4,13.914,15.01,28.896,,3.244,FTB,22-06-2021 02:00,False
40.9,17.6,15.358,13.351,28.665,,2.636,FTB,22-06-2021 03:00,True
34.0,19.9,8.749,13.028,21.771,,3.601,FTB,22-06-2021 04:00,True
11.1,3.5,18.84,14.03,32.864,,3.59,FTB,22-06-2021 05:00,False
12.0,7.9,28.103,16.228,44.244,,3.871,FTB,22-06-2021 06:00,False
15.0,10.9,40.659,16.628,57.261,,5.592,FTB,22-06-2021 07:00,False
16.8,16.8,25.793,16.022,41.876,,11.455,FTB,22-06-2021 08:00,True
15.0,9.2,38.513,21.241,59.698,,9.152,FTB,22-06-2021 09:00,False
26.9,19.7,22.435,17.438,39.887,,12.582,FTB,22-06-2021 10:00,True
17.1,6.4,16.899,17.807,34.744,,15.054,FTB,22-06-2021 11:00,False
24.0,6.0,19.323,23.465,42.793,,24.775,FTB,22-06-2021 12:00,False
38.9,17.7,10.317,19.879,30.23,,27.753,FTB,22-06-2021 13:00,True
25.1,13.1,7.428,12.273,19.673,,28.238,FTB,22-06-2021 14:00,True
23.0,7.2,4.944,10.046,14.974,,32.735,FTB,22-06-2021 15:00,False
23.0,8.0,5.888,9.54,15.429,,23.996,FTB,22-06-2021 16:00,False
26.0,8.0,4.442,6.857,11.301,,25.728,FTB,22-06-2021 17:00,False
17.1,9.0,4.121,7.647,11.763,,21.373,FTB,22-06-2021 18:00,False
18.0,9.0,5.344,10.194,15.523,,14.549,FTB,22-06-2021 19:00,False
21.0,8.0,6.167,13.897,20.027,,9.854,FTB,22-06-2021 20:00,False
34.9,12.9,18.717,19.674,38.44,,5.654,FTB,22-06-2021 21:00,True
74.8,22.7,16.058,19.604,35.658,,4.472,FTB,22-06-2021 22:00,True
77.0,26.9,18.136,20.64,38.789,,3.476,FTB,22-06-2021 23:00,True
55.1,15.3,17.415,20.221,37.707,,3.031,FTB,22-06-2021 24:00,True
50.0,16.9,13.046,17.543,30.686,,5.319,FTB,23-06-2021 01:00,True
19.2,9.2,13.764,16.095,29.916,,4.587,FTB,23-06-2021 02:00,False
27.9,7.1,29.761,14.422,44.178,,2.933,FTB,23-06-2021 03:00,False
36.9,13.8,18.414,14.224,32.596,,2.921,FTB,23-06-2021 04:00,True
27.1,9.1,26.859,14.633,41.474,,2.463,FTB,23-06-2021 05:00,False
43.9,21.6,52.866,17.019,70.107,,2.751,FTB,23-06-2021 06:00,True
64.9,25.9,58.123,18.431,76.503,,3.661,FTB,23-06-2021 07:00,True
85.9,31.8,47.732,16.869,64.548,,8.173,FTB,23-06-2021 08:00,True
54.2,26.2,24.647,17.007,41.649,,15.608,FTB,23-06-2021 09:00,True
45.1,23.1,14.984,15.258,30.243,,24.926,FTB,23-06-2021 10:00,True
45.0,20.1,10.346,16.086,26.423,,30.149,FTB,23-06-2021 11:00,True
42.0,23.9,8.135,17.133,25.309,,27.609,FTB,23-06-2021 12:00,True
31.1,13.3,,,,,,FTB,23-06-2021 13:00,True
,11.1,,,,,,FTB,23-06-2021 14:00,False
,,4.156,14.425,18.614,0.42533,36.483,FTB,23-06-2021 15:00,False
,43.2,3.365,12.081,15.446,0.4372,38.394,FTB,23-06-2021 16:00,True
47.3,17.0,4.486,19.62,24.099,0.53009,20.769,FTB,23-06-2021 17:00,True
20.9,20.9,4.005,15.275,19.276,0.5245,15.872,FTB,23-06-2021 18:00,True
14.2,14.2,4.155,13.844,18.05,0.52222,17.412,FTB,23-06-2021 19:00,True
16.0,9.1,15.023,24.764,39.888,0.63635,5.458,FTB,23-06-2021 20:00,False
35.9,14.8,25.074,27.415,52.488,0.89647,3.764,FTB,23-06-2021 21:00,True
51.9,19.9,16.87,24.603,41.495,0.75994,5.042,FTB,23-06-2021 22:00,True
43.1,20.0,18.654,28.801,47.46,0.91025,2.932,FTB,23-06-2021 23:00,True
42.0,19.0,6.161,23.005,29.158,0.60986,3.858,FTB,23-06-2021 24:00,True
46.0,23.9,10.711,21.84,32.523,0.58323,3.277,FTB,24-06-2021 01:00,True
56.9,31.8,18.428,19.622,38.011,0.67441,3.165,FTB,24-06-2021 02:00,True
47.1,19.4,11.875,18.129,29.959,0.58647,2.713,FTB,24-06-2021 03:00,True
37.1,24.8,2.622,11.762,14.373,0.28477,7.0,FTB,24-06-2021 04:00,True
16.1,4.6,2.838,10.846,13.725,0.24421,7.848,FTB,24-06-2021 05:00,False
25.9,8.9,33.044,17.798,50.981,0.57368,3.387,FTB,24-06-2021 06:00,False
