PM10,PM2.5,NO,NO2,NOX,CO,OZONO,Station,DateTime,Status
52.6,37.0,53.384,3.428,56.817,,,7MA,01-01-2021 01:00,True
77.9,61.0,49.105,3.42,52.525,,,7MA,01-01-2021 02:00,True
58.5,48.0,47.284,4.062,51.346,,,7MA,01-01-2021 03:00,True
57.2,44.0,46.059,3.606,49.664,,,7MA,01-01-2021 04:00,True
53.5,39.0,39.851,1.625,41.475,,,7MA,01-01-2021 05:00,True
22.3,15.0,39.956,0.677,40.633,,,7MA,01-01-2021 06:00,True
18.3,8.0,40.87,1.069,41.94,,,7MA,01-01-2021 07:00,False
23.2,10.0,42.63,1.615,44.245,,,7MA,01-01-2021 08:00,False
24.4,12.0,38.317,12.145,50.463,,,7MA,01-01-2021 09:00,False
15.2,9.0,37.499,10.979,48.478,,,7MA,01-01-2021 10:00,False
13.5,3.0,38.209,5.109,43.318,,,7MA,01-01-2021 11:00,False
12.2,0.0,39.075,3.477,42.551,,,7MA,01-01-2021 12:00,False
20.1,5.0,38.595,1.939,40.534,,,7MA,01-01-2021 13:00,False
13.2,8.0,36.633,2.441,39.074,,,7MA,01-01-2021 14:00,False
20.8,10.0,33.057,2.678,35.735,,,7MA,01-01-2021 15:00,False
15.1,7.0,33.204,2.53,35.733,,,7MA,01-01-2021 16:00,False
19.1,9.0,33.962,2.596,36.558,,,7MA,01-01-2021 17:00,False
14.7,10.0,34.011,1.876,35.888,,,7MA,01-01-2021 18:00,False
22.0,22.0,33.74,0.134,33.875,,,7MA,01-01-2021 19:00,True
,19.0,37.135,1.937,39.072,,,7MA,01-01-2021 20:00,True
28.0,16.0,34.748,0.527,35.274,,,7MA,01-01-2021 21:00,True
17.4,5.0,32.071,1.472,33.543,,,7MA,01-01-2021 22:00,False
21.0,17.0,37.343,2.014,39.357,,,7MA,01-01-2021 23:00,True
12.1,11.0,33.62,0.465,34.086,,,7MA,01-01-2021 24:00,False
23.2,9.0,31.352,2.567,33.917,,,7MA,02-01-2021 01:00,False
16.4,10.0,30.898,1.935,32.834,,,7MA,02-01-2021 02:00,False
18.8,10.0,29.577,0.0,29.513,,,7MA,02-01-2021 03:00,False
9.4,7.0,27.481,2.186,29.667,,,7MA,02-01-2021 04:00,False
25.9,4.0,31.689,3.105,34.794,,,7MA,02-01-2021 05:00,False
27.6,4.0,35.406,3.242,38.648,,,7MA,02-01-2021 06:00,False
30.8,7.0,56.078,2.804,58.883,,,7MA,02-01-2021 07:00,False
46.8,20.0,55.61,4.746,60.356,,,7MA,02-01-2021 08:00,True
43.5,26.0,61.952,4.556,66.507,,,7MA,02-01-2021 09:00,True
47.7,26.0,53.036,14.943,67.979,,,7MA,02-01-2021 10:00,True
,30.0,54.006,7.269,61.275,,,7MA,02-01-2021 11:00,True
22.0,22.0,52.866,6.206,59.072,,,7MA,02-01-2021 12:00,True
15.8,8.0,52.264,6.772,59.036,,,7MA,02-01-2021 13:00,False
28.5,16.0,55.903,5.175,61.078,,,7MA,02-01-2021 14:00,True
25.6,13.0,50.816,3.222,54.038,,,7MA,02-01-2021 15:00,True
20.3,11.0,54.517,2.242,56.759,,,7MA,02-01-2021 16:00,False
15.2,9.0,,,,,,7MA,02-01-2021 17:00,False
19.3,11.0,48.144,2.566,50.711,,,7MA,02-01-2021 18:00,False
20.5,10.0,61.318,1.456,62.774,,,7MA,02-01-2021 19:00,False
24.6,15.0,53.367,0.537,53.904,,,7MA,02-01-2021 20:00,True
22.7,8.0,65.679,1.396,67.075,,,7MA,02-01-2021 21:00,False
31.3,11.0,56.237,0.839,57.076,,,7MA,02-01-2021 22:00,False
14.0,14.0,51.206,2.208,53.415,,,7MA,02-01-2021 23:00,True
22.0,11.0,49.938,0.626,50.564,,,7MA,02-01-2021 24:00,False
11.0,7.0,45.636,2.336,47.97,,,7MA,03-01-2021 01:00,False
17.0,17.0,43.524,3.182,46.706,,,7MA,03-01-2021 02:00,True
19.6,5.0,37.848,2.337,40.185,,,7MA,03-01-2021 03:00,False
13.5,5.0,38.458,4.109,42.567,,,7MA,03-01-2021 04:00,False
15.7,1.0,39.671,3.399,43.07,,,7MA,03-01-2021 05:00,False
14.4,0.0,41.442,3.272,44.714,,,7MA,03-01-2021 06:00,False
19.6,3.0,49.337,2.182,51.519,,,7MA,03-01-2021 07:00,False
26.1,19.0,47.909,3.379,51.288,,,7MA,03-01-2021 08:00,True
25.4,20.0,44.876,10.424,55.3,,,7MA,03-01-2021 09:00,True
18.8,6.0,43.465,7.162,50.627,,,7MA,03-01-2021 10:00,False
19.5,6.0,42.308,6.132,48.44,,,7MA,03-01-2021 11:00,False
25.4,9.0,42.802,3.416,46.218,,,7MA,03-01-2021 12:00,False
12.7,7.0,40.272,3.284,43.556,,,7MA,03-01-2021 13:00,False
21.2,17.0,38.605,3.521,42.126,,,7MA,03-01-2021 14:00,True
19.8,9.0,46.182,4.832,51.014,,,7MA,03-01-2021 15:00,False
26.1,10.0,39.411,4.714,44.125,,,7MA,03-01-2021 16:00,False
27.6,11.0,39.906,3.738,43.643,,,7MA,03-01-2021 17:00,False
23.3,8.0,43.106,2.635,45.74,,,7MA,03-01-2021 18:00,False
28.0,19.0,46.851,3.617,50.468,,,7MA,03-01-2021 19:00,True
28.5,18.0,46.639,2.925,49.564,,,7MA,03-01-2021 20:00,True
27.6,12.0,45.166,2.228,47.395,,,7MA,03-01-2021 21:00,False
25.9,18.0,45.123,1.862,46.985,,,7MA,03-01-2021 22:00,True
24.2,6.0,43.052,1.793,44.846,,,7MA,03-01-2021 23:00,False
18.3,6.0,38.533,1.533,40.066,,,7MA,03-01-2021 24:00,False
17.3,7.0,37.48,0.558,38.037,,,7MA,04-01-2021 01:00,False
10.5,6.0,38.688,0.0,38.63,,,7MA,04-01-2021 02:00,False
28.8,6.0,37.809,0.37,38.18,,,7MA,04-01-2021 03:00,False
15.4,6.0,37.383,1.223,38.607,,,7MA,04-01-2021 04:00,False
8.9,6.0,38.149,0.985,39.134,,,7MA,04-01-2021 05:00,False
29.9,18.0,44.623,2.574,47.197,,,7MA,04-01-2021 06:00,True
42.5,17.0,54.835,3.65,58.485,,,7MA,04-01-2021 07:00,True
42.8,27.0,67.798,2.7,70.497,,,7MA,04-01-2021 08:00,True
52.6,25.0,,,,,,7MA,04-01-2021 09:00,True
,,69.162,21.003,90.165,,,7MA,04-01-2021 10:00,False
56.0,33.0,40.544,21.563,62.107,,,7MA,04-01-2021 11:00,True
40.4,22.0,27.654,17.888,45.542,,,7MA,04-01-2021 12:00,True
31.9,16.0,30.485,14.013,44.498,,,7MA,04-01-2021 13:00,True
29.8,9.0,34.07,8.66,42.73,,,7MA,04-01-2021 14:00,False
29.7,18.0,39.279,7.083,46.362,,,7MA,04-01-2021 15:00,True
45.1,28.0,43.61,7.485,51.095,,,7MA,04-01-2021 16:00,True
46.0,17.0,42.131,5.697,47.829,,,7MA,04-01-2021 17:00,True
34.1,0.0,43.401,2.453,45.854,,,7MA,04-01-2021 18:00,False
19.8,2.0,44.994,5.109,50.102,,,7MA,04-01-2021 19:00,False
37.2,20.0,57.188,4.433,61.621,,,7MA,04-01-2021 20:00,True
43.6,16.0,54.046,4.167,58.213,,,7MA,04-01-2021 21:00,True
39.4,12.0,52.41,3.508,55.918,,,7MA,04-01-2021 22:00,False
37.7,11.0,49.711,3.272,52.983,,,7MA,04-01-2021 23:00,False
37.4,18.0,46.846,3.222,50.067,,,7MA,04-01-2021 24:00,True
38.4,9.0,42.628,3.059,45.684,,,7MA,05-01-2021 01:00,False
23.9,11.0,39.906,1.624,41.53,,,7MA,05-01-2021 02:00,False
13.7,10.0,41.33,0.282,41.612,,,7MA,05-01-2021 03:00,False
17.6,8.0,37.28,3.336,40.616,,,7MA,05-01-2021 04:00,False
37.7,7.0,42.124,2.11,44.234,,,7MA,05-01-2021 05:00,False
25.9,22.0,64.433,3.961,68.394,,,7MA,05-01-2021 06:00,True
68.6,37.0,87.318,3.011,90.329,,,7MA,05-01-2021 07:00,True
65.1,37.0,100.188,1.528,101.716,,,7MA,05-01-2021 08:00,True
85.2,38.0,97.51,10.857,108.367,,,7MA,05-01-2021 09:00,True
73.3,32.0,86.698,21.779,108.477,,,7MA,05-01-2021 10:00,True
53.8,37.0,79.98,11.437,91.417,,,7MA,05-01-2021 11:00,True
44.0,44.0,76.963,7.561,84.524,,,7MA,05-01-2021 12:00,True
40.4,24.0,75.298,7.199,82.497,,,7MA,05-01-2021 13:00,True
49.7,20.0,70.849,6.496,77.345,,,7MA,05-01-2021 14:00,True
55.3,48.0,64.283,6.498,70.781,,,7MA,05-01-2021 15:00,True
67.6,32.0,64.816,6.807,71.623,,,7MA,05-01-2021 16:00,True
61.1,23.0,65.669,8.788,74.456,,,7MA,05-01-2021 17:00,True
51.5,6.0,62.403,2.964,65.367,,,7MA,05-01-2021 18:00,False
29.3,10.0,57.453,3.107,60.559,,,7MA,05-01-2021 19:00,False
29.2,15.0,61.071,4.626,65.697,,,7MA,05-01-2021 20:00,True
17.1,13.0,64.591,4.446,69.037,,,7MA,05-01-2021 21:00,True
37.0,10.0,68.596,3.416,72.012,,,7MA,05-01-2021 22:00,False
29.2,25.0,72.412,4.455,76.867,,,7MA,05-01-2021 23:00,True
27.6,24.0,64.281,6.163,70.443,,,7MA,05-01-2021 24:00,True
35.5,29.0,57.306,4.424,61.737,,,7MA,06-01-2021 01:00,True
34.2,19.0,49.078,6.132,55.209,,,7MA,06-01-2021 02:00,True
30.6,19.0,48.291,3.28,51.572,,,7MA,06-01-2021 03:00,True
15.4,11.0,45.146,2.106,47.252,,,7MA,06-01-2021 04:00,False
30.1,16.0,47.58,2.149,49.729,,,7MA,06-01-2021 05:00,True
33.5,14.0,72.199,2.83,75.029,,,7MA,06-01-2021 06:00,True
70.1,29.0,103.446,3.469,106.916,,,7MA,06-01-2021 07:00,True
95.3,45.0,106.056,0.0,105.71,,,7MA,06-01-2021 08:00,True
59.4,47.0,159.236,13.998,173.234,,,7MA,06-01-2021 09:00,True
89.6,43.0,149.324,25.098,174.422,,,7MA,06-01-2021 10:00,True
74.5,38.0,132.355,11.727,144.082,,,7MA,06-01-2021 11:00,True
26.6,17.0,106.377,6.032,112.409,,,7MA,06-01-2021 12:00,True
24.2,11.0,104.528,4.586,109.115,,,7MA,06-01-2021 13:00,False
28.7,12.0,97.473,3.893,101.366,,,7MA,06-01-2021 14:00,False
31.8,9.0,88.069,3.391,91.46,,,7MA,06-01-2021 15:00,False
31.6,8.0,83.501,3.359,86.86,,,7MA,06-01-2021 16:00,False
31.1,9.0,80.699,4.474,85.173,,,7MA,06-01-2021 17:00,False
48.5,36.0,87.721,2.392,90.114,,,7MA,06-01-2021 18:00,True
43.1,18.0,89.105,5.507,94.612,,,7MA,06-01-2021 19:00,True
69.2,29.0,95.2,4.243,99.443,,,7MA,06-01-2021 20:00,True
64.8,21.0,96.789,3.807,100.596,,,7MA,06-01-2021 21:00,True
58.9,24.0,91.922,1.333,93.255,,,7MA,06-01-2021 22:00,True
41.1,17.0,81.553,2.976,84.529,,,7MA,06-01-2021 23:00,True
44.1,20.0,62.164,6.501,68.665,,,7MA,06-01-2021 24:00,True
52.2,30.0,60.525,3.168,63.69,,,7MA,07-01-2021 01:00,True
30.8,12.0,51.532,2.805,54.338,,,7MA,07-01-2021 02:00,False
19.1,12.0,50.618,5.597,56.215,,,7MA,07-01-2021 03:00,False
40.9,27.0,46.23,6.812,53.042,,,7MA,07-01-2021 04:00,True
31.1,16.0,46.987,4.716,51.702,,,7MA,07-01-2021 05:00,True
24.2,15.0,53.039,6.242,59.281,,,7MA,07-01-2021 06:00,True
35.2,18.0,70.005,8.201,78.206,,,7MA,07-01-2021 07:00,True
67.5,33.0,67.951,14.417,82.368,,,7MA,07-01-2021 08:00,True
40.9,29.0,63.726,10.5,74.227,,,7MA,07-01-2021 09:00,True
46.7,21.0,58.125,5.548,63.672,,,7MA,07-01-2021 10:00,True
41.9,9.0,58.811,3.716,62.528,,,7MA,07-01-2021 11:00,False
25.4,8.0,56.408,4.299,60.708,,,7MA,07-01-2021 12:00,False
23.5,9.0,55.161,3.031,58.192,,,7MA,07-01-2021 13:00,False
24.9,13.0,54.656,2.624,57.281,,,7MA,07-01-2021 14:00,True
19.8,7.0,49.428,2.856,52.284,,,7MA,07-01-2021 15:00,False
25.4,6.0,50.597,3.192,53.789,,,7MA,07-01-2021 16:00,False
15.2,11.0,50.56,3.635,54.195,,,7MA,07-01-2021 17:00,False
26.5,12.0,48.508,3.88,52.388,,,7MA,07-01-2021 18:00,False
27.5,16.0,42.544,2.689,45.232,,,7MA,07-01-2021 19:00,True
25.9,15.0,48.41,2.54,50.95,,,7MA,07-01-2021 20:00,True
37.0,12.0,46.473,7.311,53.784,,,7MA,07-01-2021 21:00,False
49.0,16.0,54.803,4.927,59.73,,,7MA,07-01-2021 22:00,True
39.9,7.0,55.472,3.524,58.996,,,7MA,07-01-2021 23:00,False
35.0,18.0,48.852,3.449,52.301,,,7MA,07-01-2021 24:00,True
26.8,5.0,43.756,1.702,45.503,,,7MA,08-01-2021 01:00,False
21.5,3.0,39.016,1.377,40.393,,,7MA,08-01-2021 02:00,False
21.8,5.0,38.721,0.0,38.681,,,7MA,08-01-2021 03:00,False
23.0,9.0,36.795,0.638,37.434,,,7MA,08-01-2021 04:00,False
10.0,10.0,36.796,1.619,38.415,,,7MA,08-01-2021 05:00,False
33.1,9.0,43.054,3.085,46.139,,,7MA,08-01-2021 06:00,False
33.1,19.0,81.042,1.321,82.362,,,7MA,08-01-2021 07:00,True
68.3,25.0,77.545,13.479,91.024,,,7MA,08-01-2021 08:00,True
63.6,41.0,75.279,16.048,91.327,,,7MA,08-01-2021 09:00,True
52.1,28.0,69.467,11.839,81.306,,,7MA,08-01-2021 10:00,True
45.5,28.0,56.165,8.003,64.168,,,7MA,08-01-2021 11:00,True
36.0,15.0,50.626,5.205,55.832,,,7MA,08-01-2021 12:00,True
23.2,16.0,50.945,5.2,56.145,,,7MA,08-01-2021 13:00,True
28.0,14.0,46.21,7.464,53.674,,,7MA,08-01-2021 14:00,True
62.4,24.0,47.801,6.886,54.688,,,7MA,08-01-2021 15:00,True
42.8,27.0,40.696,4.656,45.352,,,7MA,08-01-2021 16:00,True
30.1,27.0,45.646,1.857,47.503,,,7MA,08-01-2021 17:00,True
16.1,16.0,39.133,1.716,40.85,,,7MA,08-01-2021 18:00,True
19.8,8.0,40.885,5.457,46.342,,,7MA,08-01-2021 19:00,False
24.7,6.0,38.064,2.853,40.917,,,7MA,08-01-2021 20:00,False
10.0,10.0,33.503,2.718,36.221,,,7MA,08-01-2021 21:00,False
21.1,10.0,37.895,1.04,38.935,,,7MA,08-01-2021 22:00,False
12.7,6.0,37.214,2.496,39.71,,,7MA,08-01-2021 23:00,False
12.9,5.0,32.551,2.855,35.406,,,7MA,08-01-2021 24:00,False
10.7,6.0,30.132,1.952,32.087,,,7MA,09-01-2021 01:00,False
8.2,5.0,31.247,3.577,34.824,,,7MA,09-01-2021 02:00,False
11.2,6.0,25.794,1.262,27.056,,,7MA,09-01-2021 03:00,False
10.0,6.0,27.561,1.441,29.002,,,7MA,09-01-2021 04:00,False
3.0,3.0,27.618,1.965,29.583,,,7MA,09-01-2021 05:00,False
6.7,5.0,32.833,2.704,35.537,,,7MA,09-01-2021 06:00,False
27.1,5.0,35.804,2.653,38.457,,,7MA,09-01-2021 07:00,False
,16.0,41.586,2.9,44.485,,,7MA,09-01-2021 08:00,True
25.9,21.0,39.835,6.641,46.476,,,7MA,09-01-2021 09:00,True
36.5,15.0,39.392,9.863,49.254,,,7MA,09-01-2021 10:00,True
20.3,10.0,39.589,5.198,44.787,,,7MA,09-01-2021 11:00,False
18.1,9.0,37.581,4.187,41.768,,,7MA,09-01-2021 12:00,False
12.7,11.0,38.915,2.769,41.684,,,7MA,09-01-2021 13:00,False
17.1,13.0,36.837,2.814,39.651,,,7MA,09-01-2021 14:00,True
18.0,18.0,38.809,2.447,41.255,,,7MA,09-01-2021 15:00,True
8.9,7.0,36.417,1.915,38.332,,,7MA,09-01-2021 16:00,False
6.8,5.0,33.898,3.069,36.967,,,7MA,09-01-2021 17:00,False
16.1,4.0,33.977,1.833,35.81,,,7MA,09-01-2021 18:00,False
15.9,4.0,36.444,2.287,38.732,,,7MA,09-01-2021 19:00,False
15.4,4.0,39.618,2.427,42.045,,,7MA,09-01-2021 20:00,False
23.0,7.0,41.022,2.057,43.079,,,7MA,09-01-2021 21:00,False
18.6,7.0,40.233,1.59,41.823,,,7MA,09-01-2021 22:00,False
16.0,16.0,36.247,0.993,37.239,,,7MA,09-01-2021 23:00,True
13.4,5.0,31.398,1.377,32.775,,,7MA,09-01-2021 24:00,False
21.5,1.0,29.119,3.122,32.243,,,7MA,10-01-2021 01:00,False
4.0,4.0,27.366,3.377,30.744,,,7MA,10-01-2021 02:00,False
10.0,10.0,27.403,3.369,30.773,,,7MA,10-01-2021 03:00,False
20.8,7.0,25.397,2.49,27.887,,,7MA,10-01-2021 04:00,False
10.7,3.0,23.293,2.267,25.56,,,7MA,10-01-2021 05:00,False
18.1,1.0,27.825,2.56,30.385,,,7MA,10-01-2021 06:00,False
20.3,1.0,32.064,3.948,36.013,,,7MA,10-01-2021 07:00,False
29.3,4.0,35.026,6.954,41.979,,,7MA,10-01-2021 08:00,False
22.5,6.0,37.529,6.972,44.501,,,7MA,10-01-2021 09:00,False
30.6,10.0,35.074,6.326,41.399,,,7MA,10-01-2021 10:00,False
24.2,11.0,30.004,4.127,34.131,,,7MA,10-01-2021 11:00,False
9.2,7.0,30.534,2.86,33.394,,,7MA,10-01-2021 12:00,False
21.3,6.0,29.793,2.595,32.389,,,7MA,10-01-2021 13:00,False
19.4,7.0,31.017,2.464,33.481,,,7MA,10-01-2021 14:00,False
17.6,10.0,30.175,1.948,32.124,,,7MA,10-01-2021 15:00,False
22.3,5.0,29.509,2.026,31.535,,,7MA,10-01-2021 16:00,False
11.2,2.0,30.32,1.265,31.586,,,7MA,10-01-2021 17:00,False
22.3,6.0,32.385,1.678,34.063,,,7MA,10-01-2021 18:00,False
21.5,8.0,29.572,1.172,30.744,,,7MA,10-01-2021 19:00,False
20.8,11.0,28.872,1.597,30.469,,,7MA,10-01-2021 20:00,False
24.0,8.0,30.019,2.311,32.33,,,7MA,10-01-2021 21:00,False
20.6,6.0,28.556,2.303,30.859,,,7MA,10-01-2021 22:00,False
25.1,9.0,26.986,1.992,28.978,,,7MA,10-01-2021 23:00,False
17.4,12.0,25.846,2.095,27.941,,,7MA,10-01-2021 24:00,False
9.9,9.0,24.097,1.372,25.471,,,7MA,11-01-2021 01:00,False
6.0,6.0,24.661,1.3,25.96,,,7MA,11-01-2021 02:00,False
18.5,2.0,22.1,1.695,23.795,,,7MA,11-01-2021 03:00,False
15.7,1.0,23.024,1.618,24.642,,,7MA,11-01-2021 04:00,False
6.0,6.0,22.464,2.007,24.471,,,7MA,11-01-2021 05:00,False
16.9,6.0,26.647,2.847,29.494,,,7MA,11-01-2021 06:00,False
26.1,4.0,31.342,3.412,34.753,,,7MA,11-01-2021 07:00,False
10.5,7.0,29.769,4.316,34.084,,,7MA,11-01-2021 08:00,False
26.6,10.0,26.865,5.381,32.246,,,7MA,11-01-2021 09:00,False
20.3,8.0,27.423,4.204,31.627,,,7MA,11-01-2021 10:00,False
14.2,7.0,28.631,3.324,31.955,,,7MA,11-01-2021 11:00,False
11.9,8.0,31.129,2.495,33.624,,,7MA,11-01-2021 12:00,False
11.0,11.0,33.108,1.449,34.557,,,7MA,11-01-2021 13:00,False
9.0,9.0,28.979,2.221,31.2,,,7MA,11-01-2021 14:00,False
5.0,5.0,31.981,1.432,33.413,,,7MA,11-01-2021 15:00,False
17.1,8.0,32.298,1.283,33.581,,,7MA,11-01-2021 16:00,False
15.4,6.0,34.212,1.539,35.751,,,7MA,11-01-2021 17:00,False
17.1,0.0,29.82,0.558,30.379,,,7MA,11-01-2021 18:00,False
17.6,0.0,29.977,0.744,30.72,,,7MA,11-01-2021 19:00,False
12.9,7.0,27.357,0.892,28.249,,,7MA,11-01-2021 20:00,False
12.7,10.0,30.802,0.409,31.211,,,7MA,11-01-2021 21:00,False
9.9,8.0,26.733,0.528,27.261,,,7MA,11-01-2021 22:00,False
8.7,7.0,26.102,1.138,27.24,,,7MA,11-01-2021 23:00,False
28.3,4.0,24.83,1.539,26.37,,,7MA,11-01-2021 24:00,False
2.0,2.0,23.631,1.307,24.939,,,7MA,12-01-2021 01:00,False
0.9,0.0,21.897,2.368,24.264,,,7MA,12-01-2021 02:00,False
17.9,4.0,22.02,1.681,23.701,,,7MA,12-01-2021 03:00,False
6.0,6.0,22.942,1.95,24.892,,,7MA,12-01-2021 04:00,False
20.3,2.0,22.181,2.321,24.501,,,7MA,12-01-2021 05:00,False
4.0,4.0,29.356,3.467,32.824,,,7MA,12-01-2021 06:00,False
24.8,6.0,38.553,3.32,41.873,,,7MA,12-01-2021 07:00,False
30.3,18.0,44.991,6.183,51.174,,,7MA,12-01-2021 08:00,True
36.7,20.0,57.091,8.744,65.835,,,7MA,12-01-2021 09:00,True
48.4,14.0,46.919,4.602,51.522,,,7MA,12-01-2021 10:00,True
26.9,22.0,47.53,3.569,51.1,,,7MA,12-01-2021 11:00,True
25.4,9.0,46.515,2.082,48.597,,,7MA,12-01-2021 12:00,False
23.5,8.0,46.006,1.617,47.623,,,7MA,12-01-2021 13:00,False
13.2,10.0,45.643,1.101,46.744,,,7MA,12-01-2021 14:00,False
28.1,13.0,46.441,1.65,48.09,,,7MA,12-01-2021 15:00,True
21.0,21.0,42.094,0.899,42.993,,,7MA,12-01-2021 16:00,True
13.9,4.0,45.41,2.407,47.818,,,7MA,12-01-2021 17:00,False
22.1,0.0,44.709,2.498,47.207,,,7MA,12-01-2021 18:00,False
22.5,0.0,44.274,1.448,45.721,,,7MA,12-01-2021 19:00,False
23.2,17.0,49.983,2.428,52.411,,,7MA,12-01-2021 20:00,True
32.1,15.0,55.493,5.116,60.609,,,7MA,12-01-2021 21:00,True
59.2,19.0,56.996,6.82,63.816,,,7MA,12-01-2021 22:00,True
49.4,21.0,55.879,3.111,58.99,,,7MA,12-01-2021 23:00,True
27.3,11.0,48.523,2.115,50.638,,,7MA,12-01-2021 24:00,False
22.5,15.0,48.104,2.474,50.577,,,7MA,13-01-2021 01:00,True
24.7,6.0,43.505,3.436,46.941,,,7MA,13-01-2021 02:00,False
24.9,6.0,40.781,2.39,43.17,,,7MA,13-01-2021 03:00,False
17.1,9.0,39.198,3.962,43.161,,,7MA,13-01-2021 04:00,False
23.0,12.0,40.151,5.151,45.302,,,7MA,13-01-2021 05:00,False
33.8,13.0,58.318,5.286,63.604,,,7MA,13-01-2021 06:00,True
56.7,27.0,66.052,6.226,72.278,,,7MA,13-01-2021 07:00,True
45.8,15.0,76.342,8.893,85.235,,,7MA,13-01-2021 08:00,True
74.3,39.0,84.136,10.041,94.177,,,7MA,13-01-2021 09:00,True
64.9,29.0,,,,,,7MA,13-01-2021 10:00,True
,,56.998,24.002,81.0,,,7MA,13-01-2021 11:00,False
53.1,28.0,,,,,,7MA,13-01-2021 12:00,True
34.1,21.0,35.513,12.694,48.207,,,7MA,13-01-2021 13:00,True
31.4,21.0,28.557,4.661,33.218,,,7MA,13-01-2021 14:00,True
30.0,30.0,35.29,3.623,38.912,,,7MA,13-01-2021 15:00,True
23.5,21.0,40.1,7.645,47.744,,,7MA,13-01-2021 16:00,True
64.1,23.0,43.935,9.361,53.296,,,7MA,13-01-2021 17:00,True
68.0,10.0,52.261,6.137,58.398,,,7MA,13-01-2021 18:00,False
33.7,2.0,49.579,3.226,52.805,,,7MA,13-01-2021 19:00,False
,3.0,44.436,5.552,49.988,,,7MA,13-01-2021 20:00,False
,13.0,46.948,10.976,57.924,,,7MA,13-01-2021 21:00,True
,18.0,50.098,10.266,60.365,,,7MA,13-01-2021 22:00,True
,18.0,47.204,10.792,57.996,,,7MA,13-01-2021 23:00,True
,22.0,46.261,6.84,53.102,,,7MA,13-01-2021 24:00,True
,16.0,43.692,5.868,49.566,,,7MA,14-01-2021 01:00,True
,20.0,42.245,5.535,47.78,,,7MA,14-01-2021 02:00,True
,5.0,43.54,7.347,50.887,,,7MA,14-01-2021 03:00,False
,17.0,45.195,6.041,51.236,,,7MA,14-01-2021 04:00,True
,18.0,47.964,5.43,53.394,,,7MA,14-01-2021 05:00,True
,23.0,66.547,7.319,73.866,,,7MA,14-01-2021 06:00,True
,36.0,84.066,6.737,90.803,,,7MA,14-01-2021 07:00,True
,38.0,103.382,11.747,115.129,,,7MA,14-01-2021 08:00,True
,55.0,114.868,11.242,126.11,,,7MA,14-01-2021 09:00,True
,48.0,86.098,10.997,97.095,,,7MA,14-01-2021 10:00,True
,35.0,67.212,8.893,76.105,,,7MA,14-01-2021 11:00,True
,27.0,65.368,8.513,73.881,,,7MA,14-01-2021 12:00,True
,21.0,65.23,5.072,70.303,,,7MA,14-01-2021 13:00,True
,11.0,68.335,4.093,72.428,,,7MA,14-01-2021 14:00,False
,26.0,59.175,8.012,67.188,,,7MA,14-01-2021 15:00,True
,49.0,57.831,12.147,69.978,,,7MA,14-01-2021 16:00,True
,45.0,56.29,12.01,68.3,,,7MA,14-01-2021 17:00,True
,22.0,61.363,13.156,74.519,,,7MA,14-01-2021 18:00,True
,28.0,65.963,13.076,79.039,,,7MA,14-01-2021 19:00,True
,34.0,77.382,15.687,93.069,,,7MA,14-01-2021 20:00,True
,46.0,76.419,8.498,84.917,,,7MA,14-01-2021 21:00,True
,26.0,70.172,5.993,76.165,,,7MA,14-01-2021 22:00,True
,19.0,57.983,9.909,67.892,,,7MA,14-01-2021 23:00,True
,29.0,59.586,9.168,68.754,,,7MA,14-01-2021 24:00,True
,17.0,52.835,5.144,57.985,,,7MA,15-01-2021 01:00,True
,21.0,54.573,3.749,58.322,,,7MA,15-01-2021 02:00,True
,22.0,52.305,3.341,55.646,,,7MA,15-01-2021 03:00,True
,9.0,52.29,2.564,54.854,,,7MA,15-01-2021 04:00,False
,10.0,54.333,3.682,58.015,,,7MA,15-01-2021 05:00,False
,28.0,82.721,4.899,87.62,,,7MA,15-01-2021 06:00,True
,42.0,122.097,5.701,127.798,,,7MA,15-01-2021 07:00,True
,66.0,128.447,14.136,142.583,,,7MA,15-01-2021 08:00,True
,58.0,120.531,16.41,136.941,,,7MA,15-01-2021 09:00,True
,64.0,113.472,20.776,134.248,,,7MA,15-01-2021 10:00,True
,68.0,86.523,14.818,101.341,,,7MA,15-01-2021 11:00,True
,45.0,84.265,11.771,96.036,,,7MA,15-01-2021 12:00,True
,37.0,50.6,15.176,65.777,,,7MA,15-01-2021 13:00,True
,24.0,44.216,15.819,60.035,,,7MA,15-01-2021 14:00,True
111.2,45.0,46.682,9.953,56.636,,,7MA,15-01-2021 15:00,True
86.5,45.0,46.224,11.274,57.498,,,7MA,15-01-2021 16:00,True
95.3,42.0,44.479,11.514,55.993,,,7MA,15-01-2021 17:00,True
85.9,23.0,38.754,10.768,49.522,,,7MA,15-01-2021 18:00,True
73.1,23.0,34.653,10.43,45.084,,,7MA,15-01-2021 19:00,True
68.8,26.0,35.367,13.352,48.719,,,7MA,15-01-2021 20:00,True
70.7,25.0,40.413,11.941,52.354,,,7MA,15-01-2021 21:00,True
68.3,40.0,33.985,7.548,41.533,,,7MA,15-01-2021 22:00,True
42.1,24.0,41.236,7.837,49.072,,,7MA,15-01-2021 23:00,True
52.6,24.0,37.23,6.379,43.609,,,7MA,15-01-2021 24:00,True
55.7,24.0,34.123,6.65,40.779,,,7MA,16-01-2021 01:00,True
41.6,32.0,34.254,7.266,41.52,,,7MA,16-01-2021 02:00,True
